МАХСУЛОТ НОМИ	Улчов бирлиги
Шит етажный 1196х1430х150	шт
Шит етажный 1196х1630х150	шт
Шит етажный 1196х1682х150	шт
Шит етажный 1200х1840х150	шт
Шит етажный 1200х900х150	шт
Шит Кичкина	шт
Шит лампа	шт
Шит линейный (1800х600х150)	шт
Шит линейный (2000х150)	шт
Шит линейный (3000х1000)	шт
Шит линейный (3000х1100)	шт
Шит линейный (3000х1200)	шт
Шит линейный (3000х300)	шт
Шит линейный (3000х400)	шт
Шит линейный (3000х500)	шт
Шит линейный (3000х520)	шт
Шит линейный (3000х700)	шт
Шит линейный (3000х750)	шт
Шит линейный (3000х800)	шт
Шит линейный (3000х820)	шт
Шит линейный (3000х850)	шт
Шит линейный (3000х850)	шт
Шит линейный (3000х900)	шт
Шит линейный (3300х720)	шт
Шит линейный (3300х73)	шт
Шит линейный (3300х800)	шт
Шит линейный LEGO MAX (1000х3000мм(3мм))	шт
Шит линейный LEGO MAX (1100х3000мм(2.5мм))	шт
Шит линейный LEGO MAX (1200х3000мм(2.5мм))	шт
Шит линейный LEGO MAX (300х300х3000мм(3мм))	шт
Шит линейный LEGO MAX (400х3000мм(2.5мм))	шт
Шит линейный LEGO MAX (450х3000мм(2.5мм))	шт
Шит линейный LEGO MAX (500х3000мм(2.5мм))	шт
Шит линейный LEGO MAX (600х3000мм(2.5мм))	шт
Шит линейный LEGO MAX (600х3000мм(3мм))	шт
Шит линейный LEGO MAX (620х3000мм(2.5мм))	шт
Шит линейный LEGO MAX (650х3000мм(3мм))	шт
Шит линейный LEGO MAX (700х3000мм(2.5мм))	шт
Шит линейный LEGO MAX (750х3000мм(2.5мм))	шт
Шит линейный LEGO MAX (750х3000мм(3мм))	шт
Шит линейный LEGO MAX (800х3000мм(2.5мм))	шт
Шит линейный LEGO MAX (800х3000мм(2.5мм))	шт
Шит линейный LEGO MAX (850х3000мм)	шт
Шит линейный LEGO MAX (900х3000мм(2.5мм))	шт
Шит линейный LEGO MAX(2000х600х400)	шт
Шит линейный LEGO MAX(3000х300)	шт
Шит линейный LEGO MAX(3000х450)	шт
Шит линейный LEGO MAX(3000х700)	шт
Шит линейный LEGO MAX(3000х720)	шт
Шит линейный LEGO MAX(550х450х150)	шт
Шит линейный LEGO MAX(700x3000)	шт
Шит линейный(600х400х150)	шт
Шит наружний	шт
Шит угол 30х30	шт
Шит угол 30х50	шт
Шиток ок	шт
Шкаф 40/50	шт
шкварон	шт
шкорининг	шт
шкурка	шт
шкурка диск 180	шт
шкурка линочка	шт
шкурка м	м
шкурка наждечка	шт
Шлагбаун	шт
Шланг	м
шланг 1,5	шт
шланг 150 4м	шт
Шланг 20 лик 50м дан	п/а
шланг 20д	м
Шланг 30см	шт
Шланг 80см	шт
Шланг для воды д25	м
шланг поливочный	м
Шланг редуктор	м
Шлангка (Тайрот)	м
шлиповка диск	шт
Шлипофка 125	шт
Шлипофка 150	шт
Шлипофка 180	шт
Шоф датчик	шт
шох ношка	шт
Шпаклевка	шт
Шпаклевка 01 20кг	шт
Шпаклевка 05 20кг	шт
Шпаклевка 05 25кг	шт
Шпаклевка 20кг	шт
Шпаклевка 20кг "Хаёулло"	шт
Шпаклевка 25кг	шт
Шпаклевка Родбанд 20кг	шт
Шпаклевка Родбанд 25кг	шт
Шпакловка 810	шт
Шпакловка Глатт	шт
шпакловка Фасадная	шт
шпател 10	шт
шпател 14	шт
шпател 15	шт
шпател 16	шт
шпател 20	шт
шпател 25	шт
шпател 25 кафелний	шт
шпател 30	шт
шпател 35	шт
шпател 40	шт
шпател 50	шт
шпател 60	шт
шпател 8	шт
шпател тароклй	шт
шпатель	шт
шпатель 100 	шт
шпатель отточенто	шт
Шпатель тарок 160	шт
Шпатель тарок 250	шт
Шпатлёвка Polikor 2кг	шт
Шпилка (Тайрот)	шт
Шпилка д10	шт
Шпилка д12	шт
Шпилка д14	шт
Шпилка д16	шт
Шпилка д3	шт
Шпилка д8	шт
Шпилка Станокка	шт
шруповер	шт
шруповёрт	шт
шруповёрт 12	шт
Штампавалний лист 2м × 1м	шт
Штангенциркуль	шт
штапик О (ок) (адт)	шт
Штрапс хомут	шт
Штрих	шт
Штукатурка 20кг	шт
Штукатурка кг	кг
Штуцер	шт
Шувок сетка	рул
шумоизолятсия	шт
Шурпавёт	шт
Шурпавой насатка	шт
Щётка пластмассовая маленькая	шт
Щит 60х40	шт
Щит металлический 200х200мм	шт
Щит металлическый 1000*800*300мм	шт
Щит металлическый 500*400	шт
ЩИТ шина установка 500х400х400	шт
Щит электрический 400х300х120/0,5	шт
Щит этажный 1150х1100х150	шт
Щит этажный 1150х850х150	шт
Щит этажный 1150х950х150	шт
Щиток 12гр О/У	шт
щутка 10см	шт
Ьгт	шт
Эл. Пушка 3квт	шт
Электр автомат 185*80 x3	шт
Электр автомат 63 с25	шт
Электр автомат 63*10 x1	шт
Электр автомат 63*100x3	шт
Электр автомат 63*100х3	шт
Электр автомат 63*16 x1	шт
Электр автомат 63*16 x3	шт
Электр автомат 63*25 x1	шт
Электр автомат 63*32 x1	шт
Электр автомат 63*32 x2	шт
Электр автомат 63*32 x3	шт
Электр автомат 63*50 x1	шт
Электр автомат 63*50 x3	шт
Электр автомат 63*60 x1	шт
Электр автомат 63*63 x1	шт
Электр автомат 63*63 x3	шт
Электр автомат 63*80 x3	шт
Электр автомат 63*80х3	шт
Электр плита	шт
Электрод HYUNDAI МP3 Ф4 мм пачка	кг
Электрод Арсенал МP3 Ф4 мм	кг
Электрод Арсенал МP3 Ф4 мм пачка	шт
Электрод МP3 Ф2.5мм АРСЕНАЛ	п/а
Электрод МP3 Ф2.5мм АРСЕНАЛ кг	кг
Электрод МP3 Ф2мм АРСЕНАЛ	п/а
Электрод МP3 Ф3мм АРСЕНАЛ кг	кг
Электрод МP3 Ф3мм АРСЕНАЛ шт	шт
Электрод МP3 Ф4мм АРСЕНАЛ	п/а
электрод магмабели 3,25х3,5	кг
Электрод монолит д4	кг
Электрод монолит д4 5кг	шт
Электрод УОНИ13/55 Ф4	п/а
Электроды 2.5мм*300мм	кг
Электронные весы 10т	шт
Электронные весы 40т	шт
Электрощит 50Х70	шт
Электрощит наружного освещения ТП-9LANDSC IP64-65	шт
Эмульсия бежевая	кг
Эндова шатранг (лоток арик)	м
ЭПА 7.5м ли рулетка	шт
Этажник 12 кw	шт
Этажник 18 кw	шт
Этик резиновый Пуке	шт
ярим сокка	шт
Ярим сокка	шт
Яшик	шт
Битумная мембрана Р3000	м2
Битумная мембрана Р4000	м2
Профиль Крепления 4х10	шт
стойка драк	шт
стойка реза	шт
Наждак 0.1	шт
урна 80литр	шт
Дачик IP 103-A3	шт
спец Обув	шт
Муфта 160х32	шт
Микроволновый Сенсор Движения MS-M15B	шт
Эл. Пушка 3.5квт	шт
Брус деревянный 50х100х2100	шт
Брус деревянный 50х100х1550	шт
Клямер	шт
Гофра труба 500	шт
Зарли чехол 25	м
латок 1600х650	шт
каронка 50д	шт
Дераза ром 1450х1800	шт
Дераза ром 660х1800	шт
Дераза ром 660х2180	шт
Дераза ром 1450х1700	шт
Краска бежевая	шт
Фалкон Пласт Стеклопакет	шт
Дераза ром 1270х1500	шт
Круглый Светодиодный Сенсорный Светильник	шт
Пенетрон 25кг	шт
Пенекрит 25кг	шт
Зубчатир	шт
болга 1кг	шт
Резина шайба	кг
Крови д50	кг
латок 400х100	шт
латок 200х100	шт
латок 300х100	шт
закловка	п/а
тирсак	шт
каропка ВРУ 1600/380	шт
Шит етажный 1200х1540х150	шт
Металлический хомут 25-30	шт
Сенсорный Плафон 24 W	шт
шайба д10	шт
электронний сенсор	шт
СВЕТИЛЬНИК 24W	шт
Пушка дизельная	шт
Черный саморез 9мм	кг
Автомат DIF	шт
Анкер 10х182	шт
Алюмин эшик	шт
Козик, хомут, болт-гайка	шт
Труба 350	шт
Колено	шт
Патрон датчик	шт
Труба ГВС PPR 50	шт
Краска NUMIX матовый	шт
Фасад дюбель 12	шт
вода емулсия беживий кг	кг
Автомат спинт 16	шт
Дюбель уки 40мм	шт
Кабель ПВС 2х0.75	м
Кабель ПВС 3х1.5	м
Кабель ПВС 3х4	м
Кабель ПВС 5х2.5	м
Кабель ПВС 5х4	м
трос Зажим 10	шт
каноп ип	шт
Клинес кампот	м3
П профиль из нержавеющий листа 60*60*60*600мм, t=1,2мм,	шт
Шланг 16	м
поласа отценкови 1,2мм80*150	шт
поласа отценкови 1,2мм80*250	шт
кранштейн 150х120	шт
кранштейн 150х80	шт
кранштейн 150х60	шт
кранштейн 250х80	шт
метал профил 60х60х60мм 3.18м	шт
Закладной 40х40 2см	шт
профил труба 40*20*2	м
Компот (щебень+клинес)	м3
вода емулсия жолтий кг	кг
Креставина 90 25	шт
Прожектор 30W	шт
Кришка 1700х650	шт
Кришка 1900х650	шт
латок 150х50х1200	шт
Линейка металлическая 1м	м
Газоблок 625х250х150	м3
крафт белый	п/а
Перфо угол пластмас	шт
Фуген фуллер	коп
Пожарный рукав 50	м
Газ баллончик зажигалкаси	шт
Лампа 30см	шт
Электр счётчик ЕХ-18	шт
Коронка 25	шт
Коронка 32	шт
Коронка 50	шт
Антимороз	л
Трос башенний	м
Отлиф 180	шт
Отлиф 200	шт
Кабел ТПР	м
Муфта М8	шт
Шит етажный 1350х1000х250	шт
Шит етажный 1100х1100х250	шт
Шит етажный 850х850х250	шт
Рубильник РПБ 16	шт
Рубильник РПБ 0.5	шт
Брус деревянный Б/У	шт
профил 70х40	шт
Обёмный резба	шт
конус	шт
Леса шох резбавой	шт
Дюбель уки м22	шт
Угол обой серый	шт
Дюбель анкер 10х100	шт
Анкер 10х72	шт
Гайка М14 кг	кг
Оцинкованный Угалок 1.1м	шт
Оцинкованный Угалок 3.18	шт
Оцинкованный Угалок 2.63	шт
Оцинкованный Угалок 1.55	шт
Фосфорная кислота	кг
Малярный скотч 12мм	шт
Тройник на светы АЛБИН	шт
коса чотка 5	шт
Газовый патрон 22мм	шт
Сетка карзина	шт
Лифт тошлари	шт
профил труба 40*20*2	шт
анти цемент	шт
Труба 102х3.0	м
Труба 219х4.0	м
Муфта М10	шт
Пенопласт 16мм	шт
Эл. Пушка 15квт	шт
гпон кабел	м
Нитра краска желтая	кг
Нитра краска чорный	кг
козон 125л	шт
Тепловой реле 17-25А	шт
Гибкая кабел 1*4	м
резина рулон 1.20*2	шт
Селикон белый	шт
Мембрана ЕПП40	шт
родбан сувокга	шт
Топливе Пол Кизил	м
Топливе Пол Кук	м
Лист 1.5*3.2*10мм	шт
Отценковой лист	м
Перфа лента 25	шт
П профиль из нержавеющий листа 40*60*2400мм, t=1,2мм,	п.м
закловка ук	шт
Дюбел Зонтик д10	шт
Кабель АВВГ 4х16	м
Анкер колца	шт
Клуч 36	шт
MasterEmaco S 488	шт
Фалкон Пласт Эшиклар	шт
Угол 3.0х0.30х0.20	шт
закловка 4*12	шт
закловка 4.8*12	шт
Метолапласт труба	шт
Мопстер	шт
кабел оптика	м
Газоблок 625х300х200	м3
Автомат 1000А	шт
рубелник 1000А	шт
Пускатель 65/100	шт
Пускатель 65/220	шт
Шланг 60см	шт
Полизол 4мм м2	м2
разетка 3 наруная	шт
Саморез по металу 20мм	кг
Базалть Утеплитель 50мм	ш3
Обой образец	шт
Дюбель гвозд 22	шт
Дачик IP 212-141	шт
чашаген шланг	шт
Зажим строховки	шт
кранштейн 100х150	шт
Дюбель уки 27	п/а
Дюбель уки 32	п/а
Декоративний сталба	шт
Кабель СИП 4х16	м
Угалок 40*3	т
Кнауф родбанд	шт
Стик лента	шт
емулсия фасадни	кг
пеноплекс 5 м3	м3
тровертин лак	кг
оранживый Угал	м
Люлка балон	шт
каронка 15д	шт
Лист 30*30*10мм	шт
Нитра краска белая	кг
Шит етажный 1196х1580х150	шт
Шит етажный 1196х1380х150	шт
Варонка кровелная	шт
Кондитсионер учун	шт
каронка 100д	шт
лесага балон	шт
Уголок 45х40х4 мм	т
резина лента 0.5	кг
резина лента 5	кг
шкурка апарат	шт
Замок сердечка	шт
ип галтак	шт
Оцинкованный лист	шт
Муфта Ф32	шт
профил труба 30*20*1.5	шт
Клапан Дима удалённая	шт
МДФ Ешик 205х85	шт
МДФ Ешик 205х75	шт
кафел 15Х30	м2
Бур 16х160	шт
чорный сим 2.5	кг
Ойна учун тешик очгич	шт
шкурка гибка	шт
Лента Металлические	м
чалка 2Т 4м	шт
полоса 50х5 шт	шт
Оцинковый Профиль 10см	шт
Угалок 40*40*4	т
Уголник 28*28	м
Полимер 3см	шт
Полимер 2см	шт
анкер Зонтик 10х160	шт
Ключ динамометрический	шт
Насос стансия	шт
Кабель ПВС 5х6	м
Кабель ВВГнг LS 5х4	м
Электричество	шт
Ключ динамометрический	шт
крепеж 27мм	шт
подбор	шт
Плафон 48W	шт
Плафон 72W	шт
Техноеласт екп	м2
сверло 5	шт
сверло 4.2	шт
Газовый ключ	шт
Шитлар	шт
Акфа форточка м2	м2
Ручка окный	шт
Лед Плафон 24w	шт
Лед Плафон 36w	шт
Решетка	шт
каленний 10мм	шт
АВР ГРШ 1900*1700*500	шт
Никоб-респиратор 	шт
Оцинковый уголок 1.2	шт
клемник 6	шт
Насос кул (воздух)	шт
пена монтажная 1000	шт
Кришка 2000х300	шт
Кришка 2000х400	шт
Кришка 2300х350	шт
латок лестичный 2300х350х150	шт
Завеса тепловая B20	шт
Завеса тепловая L15	шт
Сув насос LEO 170-1	шт
Циркуляционный насос EPC-1A	шт
закловка 4*10	шт
Ламинант пол	шт
Распиратор	шт
Пила 350	шт
нул шина ф15	шт
Шит 35х50	шт
нул шина ф3	шт
профиль 100х100х5	м
Газовая плита таблетка Vesta	шт
Газовая плита таблетка Artel	шт
Замок тросс	шт
Панел бамбук	шт
Електрод 5 кг	кг
Тияра пукак етажный	м
кондитционер кранштейн	шт
Нитра краска серый кг	кг
кафел найза 6	шт
Айразол техноникол	шт
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
